35770	131636
17412	288
17412	2177
17412	12866
17412	1859
17412	6096
17412	12864
17412	710
17412	12865
17412	1634
17412	19279
17412	1344
17412	11960
17412	12867
17412	18232
17412	4336
17412	17949
17412	12863
17413	130
17413	9706
17413	9712
17413	9842
17413	9843
17413	5493
17413	9849
17413	9721
17413	9723
17413	9834
17413	2366
17413	9845
17414	269
17414	3215
17414	18066
17414	16405
17414	3865
17414	1320
17414	315
17414	6085
17414	6086
17414	17481
17414	2510
17414	12623
17414	12624
17414	12625
17414	12626
17414	19925
17414	21206
17414	17499
17414	2141
17414	3039
17414	18281
17414	2028
17414	35624
17414	3571
17414	27893
17415	8832
17415	6504
17415	1448
17415	298
17415	35671
17415	430
17415	4720
17415	3921
17415	3959
17415	7321
17415	3770
17415	185
17417	23
17417	18284
17417	1425
17417	146
17417	17493
17417	2519
17417	3421
17417	19102
17418	17073
17418	7086
17418	17071
17418	17104
17418	17105
17418	17106
17418	17107
17418	17108
17419	21088
17419	1
17419	23596
17419	1450
17419	19180
17419	18254
17419	18193
17419	14668
17420	19227
17420	35492
17420	4462
17420	166
17421	18642
17421	234
17421	17458
17421	17445
17421	35758
17422	1248
17422	10404
17422	10405
17422	7015
17422	7016
17422	5225
17422	1799
17422	10456
17422	2037
17422	7064
17422	218
17422	1247
17422	1365
17423	3
17423	133
17423	20247
17423	17691
17423	17442
17423	17573
17423	17449
17423	17588
17423	17716
17423	17851
17423	17469
17423	18622
17423	18495
17423	1096
17423	17742
17423	17873
17423	17748
17423	35671
17423	19547
17423	549
17423	610
17423	238
17423	504
17423	17530
17424	258
17424	167
17424	17420
17424	17490
17424	17523
17424	318
17424	17430
17424	18558
17425	611
17425	17476
17425	2469
17425	1479
17425	1482
17425	17422
17425	3064
17425	6934
17425	3349
17425	694
17425	35511
17425	2008
17425	2364
17425	829
17425	1304
17426	1
17426	21446
17426	23558
17426	460
17426	19022
17426	176
17426	17874
17426	17717
17426	17435
17427	403
17427	17510
17427	35591
17428	18929
17428	1219
17428	244
17428	21631
17428	2455
17429	1
17429	3459
17429	3517
17429	17543
17429	8172
17429	522
17429	2955
17429	913
17429	146
17429	7059
17429	6549
17429	23
17429	20121
17429	2458
17429	2415
17429	29
17429	35
17429	41
17429	298
17429	4014
17429	1071
17429	176
17429	6450
17429	8243
17429	52
17429	1590
17429	951
17429	28472
17429	4410
17429	4411
17429	4412
17429	445
17429	63
17429	17474
17429	395
17429	4534
17429	710
17429	1097
17429	1612
17429	2385
17429	3155
17429	3165
17429	4446
17429	8287
17429	8290
17429	2043
17429	7142
17429	743
17429	104
17429	60
17429	8171
17429	1003
17429	2413
17429	8175
17429	7024
17429	8296
17429	1425
17429	8259
17429	7035
17429	460
17429	4447
17430	8416
17430	166
17430	75
17430	4462
17430	3409
17430	5754
17431	1024
17431	17669
17431	17478
17431	35624
17431	521
17431	17853
17431	17426
17431	17717
17431	17464
17431	17791
17431	17510
17431	53
17432	3843
17432	2227
17432	21384
17432	19470
17432	17491
17432	5206
17432	19580
17432	21085
17432	197
17433	20483
17433	2024
17433	20810
17433	18314
17433	2835
17433	17846
17433	4701
17433	16255
17434	258
17434	1730
17434	18703
17434	17424
17434	17490
17434	17556
17434	280
17434	4377
17434	318
17435	1
17435	994
17435	11172
17435	2437
17435	11174
17435	112
17435	426
17435	176
17435	460
17435	2413
17435	909
17435	496
17435	5624
17435	4916
17435	1133
17435	484
17435	2415
17435	1386
17435	18366
17435	11173
17436	371
17436	175
17437	18433
17437	3588
17437	35595
17437	17549
17437	22672
17437	18325
17437	380
17437	17439
17437	160
17437	17577
17437	93
17437	22705
17437	22707
17437	17845
17437	18999
17437	23743
17437	18103
17437	17613
17437	593
17437	20436
17437	17624
17437	18011
17437	18013
17437	18277
17437	17504
17437	21605
17437	20200
17437	17513
17437	18282
17437	19951
17437	20464
17437	17779
17437	20469
17437	17833
17437	17529
17437	19519
17437	17532
17437	17533
17438	226
17438	17411
17438	8324
17438	8325
17438	8327
17438	8329
17438	3692
17438	109
17438	7633
17438	8323
17438	3003
17438	1020
17438	254
17438	3679
17439	320
17439	18433
17439	1092
17439	582
17439	2279
17439	2120
17439	332
17439	1290
17439	1836
17439	494
17439	35567
17439	5277
17439	17532
17439	246
17439	17529
17439	7963
17439	1436
17439	17437
17439	380
17439	17504
17440	6375
17440	7356
17440	167
17440	3182
17440	1039
17440	17042
17440	17043
17440	17044
17440	16782
17440	760
17440	35515
17440	764
17440	511
17441	9964
17441	1420
17442	17573
17442	610
